States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato,Date
Himachal Pradesh,30,0,24,62.5,69.5,66.5,72.5,57.5,38.5,33.5,158,124,90.5,92.5,0,0,37,180,18,26,26,32.5,2/8/2018
Jammu and Kashmir,30.5,21,23,62,72.5,72,66,61,46,41.5,0,121,96.5,117.5,125.5,110,44.5,260,18.5,20,25,22.5,2/8/2018
Jharkhand,35,26,26,65,70,60,75,60,40,42,145,108,75,107,107,82,40,280,18,17,25,40,2/8/2018
Kerala,37,36.8,35.8,70.4,73.2,78,79,61.4,39.6,43.2,128,145.8,93.4,93,93.6,77.6,53.8,174.6,10.8,33.2,25.2,23,2/8/2018
Madhya Pradesh,26,19.83,22.67,58.33,65,57.83,63.33,53.67,37.33,44.83,118.17,89.5,72.33,84.5,88.83,70.67,39.83,218.33,15.33,21,17.5,35.67,2/8/2018
Maharashtra,35.75,27.25,30,66.5,65,71.75,78,58.5,37.5,39.75,120.5,128,82.75,87,95,77,44.25,236.5,16.5,26.5,20.75,28,2/8/2018
Meghalaya,36,28,25,72.5,62,75,75,65,43.5,63,95,99,68.5,100,120,86.5,63,267,16,22.5,27.5,45,2/8/2018
Nagaland,25,45,35,75,75,60,80,65,42,60,0,0,0,0,0,0,50,200,15,30,40,40,2/8/2018
Odisha,27.75,0,25.75,62.75,63.75,56.25,68,53,39.75,34,0,104,75,97,99.25,85.5,41.75,190,18.25,16.5,21,25,2/8/2018
Puducherry,32,35,28,65,75,80,80,60,39,36,124,132,103,0,97,80,50,250,18,30,20,14,2/8/2018
Punjab,29.33,19.33,21.33,63.33,73,66.33,70,66.67,35.33,44.67,132.67,97.33,82.33,88,108,0,37.67,205,18,15.67,22.67,24.67,2/8/2018
Rajasthan,28,23,24,57,61,50,60,49,39,38,111,100,70,86,100,0,28,160,17,15,16,30,2/8/2018
Sikkim,57,25,31,65,84,90,83,70,43,47,0,123,80,107,115,0,53,300,18,30,30,40,2/8/2018
Tamil Nadu,34.4,31,31.25,64.8,71.6,75.8,76,61.67,38.8,36.4,136.6,123.33,95.2,0,100.4,83.4,50.8,220,17,27.2,23.2,16.4,2/8/2018
Telangana,28.33,27.67,29.33,75,70.67,76.5,73.33,69.5,38.67,39.83,105.67,95.5,72.33,82.67,89.33,69,38.33,186.33,13.17,20.5,15.67,29.83,2/8/2018
Tripura,31,0,29,58,0,73,81,67,46,40,0,107,70,99,0,0,53,178,19,25,29,39,2/8/2018
Uttar Pradesh,25.63,19.13,22.5,60.63,68.13,59.38,70.13,56.25,39.13,48,128.71,103,79.63,90.88,108,80,38,195,17.75,20,22,38,2/8/2018
Uttarakhand,23.5,21.5,24.25,67.25,72.75,77.75,73,73.75,37,42.5,134.75,93.5,83.75,83.75,105.75,0,37.25,207.5,18,24,30,30,2/8/2018
West Bengal,31.17,18.6,25.17,67.17,74.17,78,78.17,67,40,39.83,127.67,97.5,78.17,84,93.67,73.33,40.67,198.33,12,17.5,23.67,31.67,2/8/2018
Average Price,30.74,24.44,26.68,64.49,70.23,69.78,73.88,61.3,39.19,42.81,124.95,107.75,80.91,90.78,98.31,78.64,43.22,214.17,15.4,21.97,22.01,30.04,3/8/2018
Maximum Price,57,46,51,96,90,100,140,100,55,70,164,165,115,120,130,110,66,360,22,35,40,70,3/8/2018
Minimum Price,22,14,20,50,57,48,55,45,33,30,89,84,63,73,81,62,28,135,8,12,10,9,3/8/2018
Modal Price,28,20,23.5,75,70,70,72.5,60,40,41,140,97.5,74,85,100,76,40,200,18,20,20,40,3/8/2018
Andaman and Nicobar,33,35,51,71,74,82,80,67,49,57,0,0,0,0,0,0,64,208,12,35,30,50,3/8/2018
Andhra Pradesh,31.25,28.5,30,67.5,65.5,74,74.5,60,40.5,42,105,114.25,69.75,87,89,72,45.25,199.75,13.5,20.5,16.5,17,3/8/2018
Arunachal pradesh,28,25,30,90,90,100,90,75,45,60,0,131,98,98,98,0,60,360,15,20,20,25,3/8/2018
Assam,30,26,30,62,70,65,75,60,40,56,0,90,75,90,100,0,45,200,12,20,28,40,3/8/2018
Bihar,33.67,20.2,24.83,55.4,68.67,70.5,72,52.8,39.83,39.67,0,101.8,83.33,95.6,110.5,79.5,37.8,226.75,14.2,19.33,20.83,38.83,3/8/2018
Chandigarh,28,23,25,55,64,57,73,50,36,44,128,100,76,87,88,0,33,220,16,20,24,26,3/8/2018
Chhattisgarh,25.2,25.4,26,65.4,70.8,64,75,57,38,41.2,113.8,99,72.2,89.4,94.6,83.5,42,201,11.4,22,21,27,3/8/2018
Delhi,34,23,25,75,83,83,87,73,39,42,164,121,95,102,109,90,55,236,18,29,29,51,3/8/2018
Goa,42,31,27,75,70,90,95,67,41,50,159,148,115,106,115,87,55,240,17,35,22,27,3/8/2018
Gujarat,23.5,21.25,22.75,59,67,54.5,65.25,54.5,36,51,98.5,86.25,73.75,83.75,84.75,75.5,44.25,208.75,14.75,19.5,17.75,28.75,3/8/2018
Haryana,31.75,19.5,23.75,59.5,76.25,70.5,70,57.5,36.75,44.25,151.5,99.75,89.5,98.25,102,81.5,40,210,18.5,21.75,23,37.5,3/8/2018
Himachal Pradesh,30.25,0,23.5,61,70.75,65.5,70.5,56.67,40.25,36.5,139,126.5,90,92,100,87,39.75,183.33,18.25,24.75,27,35,3/8/2018
Jammu and Kashmir,30.5,21,23,62,72,72,66,61,46,41.5,0,121,96.5,117.5,125.5,110,44.5,260,18.5,20,25,27.5,3/8/2018
Jharkhand,35,26,26,65,70,60,75,60,40,42,145,108,75,107,107,82,40,280,18,17,25,40,3/8/2018
Karnataka,44.5,31.25,35,73.5,72.75,80,77.5,72.25,38,36,136.75,127.75,79.5,84,87.75,75,50.75,244.25,11,25.75,23.25,14.75,3/8/2018
Kerala,37.25,37.75,37.5,66.75,72.75,78.75,79.25,61,38.75,42.75,137,151.75,93.5,95,92.5,77.75,53,175.5,10.75,30.25,22.25,19,3/8/2018
Madhya Pradesh,26,19.83,22.67,58.33,65,57.67,63.33,53.67,37.33,44.83,117.83,89.5,72.67,84.83,88.83,70.67,39.83,218.33,15.33,21,17.5,34.5,3/8/2018
Maharashtra,35.75,27.25,30,66.5,65,71.75,78.25,58.5,37.5,39.75,121,134.33,83.25,89.67,96.33,75.75,44.25,236.5,16.5,25.75,21,27.75,3/8/2018
Meghalaya,36,28,25,72.5,62,75,75,65,43.5,63,95,99,68.5,100,120,86.5,63,267,16,22.5,27.5,45,3/8/2018
Mizoram,30,0,25,0,80,0,140,100,55,70,0,109,0,93,98,0,0,360,22,35,40,70,3/8/2018
Odisha,27.75,0,25.75,62.25,63.75,56.25,68,53,39.75,34,0,104,75,97,99.25,85.5,41.75,190,18.25,16.25,20.5,25,3/8/2018
Puducherry,32,35,28,65,75,80,80,60,39,36,124,132,103,0,97,80,50,250,18,28,22,12,3/8/2018
Punjab,29.33,19.33,21.33,64.33,73.33,67.33,72.33,66,35.33,44.67,132.67,97.33,82.33,88,108,0,37.67,205,18,15.67,22.67,24.67,3/8/2018
Rajasthan,26.67,20.67,23,54.33,64,57.33,64,55.33,37.33,39.67,114.67,97.33,73,88,93,0,34.33,210,14.67,15.33,14,29,3/8/2018
Sikkim,57,25,31,65,84,90,83,70,43,47,0,123,80,107,115,0,53,300,18,30,30,40,3/8/2018
Tamil Nadu,34.4,31,31.25,65,71.6,75.8,76,61.67,39,36.4,136.6,123.33,95.2,0,100.4,83.4,50.8,220,17.2,26.2,21.6,12.4,3/8/2018
Telangana,28.33,27.67,29.33,75,70.67,76.5,73.33,69.5,38.67,39.83,105.67,95.5,72.33,82.67,89.33,69,38.33,186.33,13.17,20.5,15.67,29.83,3/8/2018
Tripura,31,0,29,58,0,73,81,67,46,40,0,107,70,99,0,0,53,178,19,25,29,39,3/8/2018
Uttar Pradesh,25.88,19.25,22.5,60.63,68.13,59.75,70.13,56.25,39,48,128.71,103,79.63,90.88,108,80,37.75,195,17.75,19.75,22.63,37.88,3/8/2018
Uttarakhand,23.5,21.5,24.25,67.25,72.75,77.75,73,73.75,37,42.5,134.75,93.5,83.75,83.75,105.75,0,37.25,207.5,18,24,30,30,3/8/2018
West Bengal,31.17,18.6,25.17,67.17,74.17,78.5,78.17,67,40,39.83,127.67,97.5,78.17,84,93.67,73.17,40.67,198.33,12,17.5,23.67,31.67,3/8/2018
Average Price,29.55,23.43,25.67,64.34,69.67,68.32,72.74,60.1,38.52,42.23,123.73,104.83,80.99,89.85,98.09,78.83,41.59,208.07,15.84,21.4,21.63,29.92,4/8/2018
Maximum Price,57,35,33,82,86,98,95,77,44,56,164,165,115,115,126,110,58,300,21,35,31,51,4/8/2018
Minimum Price,22,14,21,50,57,48,55,45,34,30,89,84,63,71,82,62,30,135,9,15,14,10,4/8/2018
Modal Price,30,20,25,75,70,67,72.5,60,40,42,115,100,74,85,89,76,39,200,18,20,20,30,4/8/2018
Andhra Pradesh,31.25,28.5,30,67.5,65.5,74,74.5,60,40.5,42,105,114.25,69.75,87,89,72,45.25,199.75,13.5,20.5,16.5,17,4/8/2018
Assam,30,26,30,62,70,65,75,60,40,56,0,90,75,90,100,0,45,200,12,20,28,40,4/8/2018
Bihar,33.67,21,26,57.33,67,66.67,71.67,52.33,40.33,40,0,104,89,101.33,111.33,84.33,36.67,192.33,16,20.33,21,35,4/8/2018
Chandigarh,28,23,25,55,64,57,73,50,36,44,128,100,76,87,88,0,33,220,16,20,24,26,4/8/2018
Chhattisgarh,25.2,25.4,26,65.4,70.8,64,75,57,38,41.2,113.8,99,72.2,85.75,93.6,83.5,42,201,11.4,22,21,27,4/8/2018
Delhi,34,23,25,75,83,83,87,73,39,42,164,121,95,102,109,90,55,236,18,29,29,51,4/8/2018
Goa,42,31,27,75,70,90,95,67,41,50,159,148,115,106,115,87,55,240,17,35,22,27,4/8/2018
Gujarat,23.5,21.25,23,59,67,54.5,65.25,54.5,36,51,98.5,86.25,73.75,83.75,84.75,75.5,44.25,208.75,14.75,19.5,17.5,28.75,4/8/2018
Haryana,31.75,19.5,23.75,59.5,76.25,70.5,70,57.5,36.75,44.25,151.5,99.75,89.5,98.25,102,81.5,40,210,18.5,21.75,23,37.5,4/8/2018
Himachal Pradesh,32.33,0,23.67,61.33,69.33,65.67,70.67,56.67,39,35.33,158,128.67,91.67,92.67,0,94,39.67,175,18.33,24.67,27.67,33.33,4/8/2018
Jammu and Kashmir,32,20,24,64,74,74,72,62,42,45,0,122,98,115,121,110,42,240,19,20,25,25,4/8/2018
Jharkhand,35,26,26,65,70,60,75,60,40,42,145,108,75,107,107,82,40,280,18,17,25,40,4/8/2018
Madhya Pradesh,26.2,20,23,58.8,65.4,57.4,63,54.2,38.2,44.4,119.2,88.4,72.4,84,90,70.67,39.6,218,15.2,21.4,18.6,34.4,4/8/2018
Maharashtra,35.75,27.25,30,66.5,65,71.75,78,59,37.5,39.75,120.5,126.75,83.75,84.5,93.75,75.25,44.25,236.5,16.5,24,20.75,28,4/8/2018
Odisha,27.75,0,25.75,62.25,63.75,56.25,68,52.75,39.75,34,0,104,75,97,99.25,85.5,41.75,190,18.25,16.25,20,25,4/8/2018
Puducherry,32,35,28,65,75,80,80,60,39,36,124,132,103,0,97,80,50,250,18,28,20,14,4/8/2018
Punjab,28,19.5,21.5,62.5,71,67,70,62,34,45,129,99,83,86,111,0,36.5,207.5,18,17.5,24,24.5,4/8/2018
Sikkim,57,25,32,65,84,90,83,70,43,47,0,123,80,107,115,0,53,300,18,30,30,40,4/8/2018
Tamil Nadu,35,31.5,30.67,65.25,70.75,74.75,76.25,61.67,39,36.25,134,123.33,100,0,100,84.5,52,220,17.25,26.5,22,12.5,4/8/2018
Telangana,28.33,27.67,29.33,75,70.67,76.5,73.33,69.5,38.67,39.83,105.67,95.5,72.33,82.67,89.33,69,38.33,186.33,13.17,20.5,15.67,29.83,4/8/2018
Uttar Pradesh,25.88,19.25,22.5,60.63,68.13,59.75,70.13,56.25,39,48,128.71,103,79.63,90.88,108,80,37.75,195,17.75,19.75,22.63,37.88,4/8/2018
Uttarakhand,23.5,21.5,24.25,67.25,72.75,77.75,73,73.75,37,42.5,134.75,93.5,83.75,83.75,105.75,0,37.25,207.5,18,24,30,30,4/8/2018
West Bengal,29,16.75,23.8,69,74.2,79,78.4,67.2,39,39,122.2,97.4,78.2,84.6,92.4,71.8,40.4,202,12,17,22,32.6,4/8/2018
Average Price,28.64,22.89,25.23,63.78,69.84,67.34,72.45,59.8,38.24,42.74,124.33,103.07,80.34,88.27,97.6,78.51,41.9,207.65,15.9,21.12,21.72,29.38,5/8/2018
Maximum Price,52,35,33,82,86,98,90,77,44,56,164,165,105,108,126,100,58,265,21,30,30,51,5/8/2018
Minimum Price,22,14,21,50,57,48,55,48,34,32,89,84,63,71,82,62,30,135,9,12,14,12,5/8/2018
Modal Price,28,20,22,62,70,65.5,70,60,40,42,115,95,75.25,85,94.75,76,38,200,18,20,20,30,5/8/2018
Andhra Pradesh,31.25,28.5,30,67.5,65.5,74,74.5,60,40.5,42,105,114.25,69.75,87,89,72,45.25,199.75,13.5,20.5,16.5,17,5/8/2018
Assam,30,26,30,62,70,65,75,60,40,56,0,90,75,90,100,0,45,200,12,20,28,40,5/8/2018
Bihar,32,25,29,65,75,70,75,60,41,42,0,106,79,108,112,88,40,160,19,22,22,30,5/8/2018
Chhattisgarh,25.2,25.4,26,65.4,70.8,64,75,57,38,41.2,113.8,99,72.2,85.75,93.6,83.5,42,201,11.4,22,21,27,5/8/2018
Delhi,34,23,25,75,83,83,87,73,39,42,164,121,95,102,109,90,55,236,18,29,29,51,5/8/2018
Gujarat,23.5,21.25,23,59,67,54.5,65.25,54.5,36,51,98.5,86.25,73.75,83.75,84.75,75.5,44.25,208.75,14.75,19.5,17.5,28.75,5/8/2018
Haryana,31.75,19.5,23.75,59.5,76.25,70.5,70,57.5,36.75,44.25,151.5,99.75,89.5,98.25,102,81.5,40,210,18.5,21.75,23,37.5,5/8/2018
Himachal Pradesh,31,0,24,61,69,64,71,54,39,37,0,120,84,87,0,0,36,0,18,22,27,30,5/8/2018
Madhya Pradesh,26.2,20,23,58.8,65.4,57.4,63,54.2,38.2,44.4,119.2,88.4,72.4,84,90,70.67,39.6,218,15.2,21.4,18.6,34.4,5/8/2018
Maharashtra,35.75,27.25,30,66.5,65,71.75,78,59,37.5,39.75,120.75,126.75,83.75,84.75,93.75,75,44,236.5,16.5,24,20.75,28.25,5/8/2018
Odisha,27.33,0,26,62.33,64.33,56.33,68.67,52.67,39.67,34,0,104.67,74.67,97,99,85.33,42.67,193.33,18,16,20,25,5/8/2018
Puducherry,32,35,28,65,75,80,80,60,39,36,124,132,103,0,97,80,50,250,18,28,18,12,5/8/2018
Punjab,29.33,19.33,21.33,64.33,73.33,67.33,72.33,66,35.33,44.67,132.67,97.33,82.33,88,108,0,37.67,205,18,15.67,22.67,24.67,5/8/2018
Tamil Nadu,35,31.5,30.67,65.25,70.75,74.75,76.25,61.67,39,36.25,134,123.33,100,0,100,84.5,52,220,17.25,27.5,22,13.25,5/8/2018
Uttar Pradesh,25.88,19.25,22.5,60.63,68.13,59.75,70.13,56.25,39,48,128.71,103,79.63,90.88,108,80,37.75,195,17.75,19.75,22.63,37.88,5/8/2018
Uttarakhand,23.5,21.5,24.25,67.25,72.75,77.75,73,73.75,37,42.5,134.75,93.5,83.75,83.75,105.75,0,37.25,207.5,18,24,30,30,5/8/2018
West Bengal,29,16.75,23.8,69,74.2,79,78.4,67.2,39,39,122.2,97.4,78.2,84.6,92.4,71.8,40.4,202,12,17,22,32.6,5/8/2018
Average Price,30.94,24.56,26.71,64.47,70.47,69.31,74.28,61.27,39.23,43.32,125.99,108.17,81.06,90.46,98.27,78.8,43.99,214.41,15.32,22.34,22.38,29.77,6/8/2018
Maximum Price,57,46,51,96,90,100,140,100,55,70,164,165,115,115,126,110,66,360,22,37,40,70,6/8/2018
Minimum Price,22,14,20,50,57,48,55,45,33,30,89,84,63,71,81,62,28,120,8,12,10,9,6/8/2018
Modal Price,29,20,22,65,75,70,75,60,40,42,140,97.5,72.5,85,100,76,38,200,18,20,20,30,6/8/2018
Andaman and Nicobar,33,35,51,72,74,82,80,68,49,57,0,0,0,0,0,0,64,208,12,35,35,50,6/8/2018
Andhra Pradesh,31.25,28.5,30,67.5,65.5,74,74.5,60,40.5,42,105,114.25,69.75,87,89,72,45.25,199.75,13.5,20.5,16.5,16.5,6/8/2018
Arunachal pradesh,28,25,30,90,90,100,90,75,45,60,0,131,98,98,98,0,60,360,15,20,20,25,6/8/2018
Assam,30,26,30,62,70,65,75,60,40,56,0,90,75,90,100,0,45,200,12,20,28,40,6/8/2018
Bihar,33.67,20,24.83,56.5,68.67,69.5,73.33,54.83,40,39.67,0,103,83.33,96.33,108.4,79.4,39.83,229,13.5,19.33,20.83,38,6/8/2018
Chandigarh,28,23,25,57,64,58,73,51,36,44,128,100,76,87,88,0,34,220,16,18,24,28,6/8/2018
Chhattisgarh,25.2,25.4,26,65.4,70.8,64,75,57,38,41.2,113.8,99,72.2,89.4,94.6,83.5,42,201,11.4,22,21,29,6/8/2018
Delhi,34,23,25,75,83,83,87,73,39,42,164,121,94,102,109,88,55,236,18,29,29,48,6/8/2018
Goa,42,32,28,75,70,90,90,75,41,50,159,148,115,106,115,87,55,240,17,32,22,27,6/8/2018
Gujarat,23.5,21.25,23,59,67,54.5,65.25,54.5,36,51,98.5,86.25,73.75,83.75,84.75,75.5,43.5,208.75,14.75,19.5,17,28.75,6/8/2018
Haryana,31.75,19.5,23.75,59.5,76.25,70.5,70,57.5,36.75,44.25,151.5,99.75,89.5,98.25,102,81.5,40,210,18.5,21.75,23,37.5,6/8/2018
Himachal Pradesh,30.75,0,23.75,61,70.75,65.5,70.5,60.5,40.25,36.5,139,126.5,90,92,100,87,39.75,183.33,18.25,24.75,27,33.33,6/8/2018
Jammu and Kashmir,32,20,24,64,74,74,72,62,42,45,0,122,98,115,121,110,42,240,19,25,25,30,6/8/2018
Jharkhand,35,26,26,65,70,60,75,58,40,42,145,108,75,107,107,82,40,280,18,17,20,30,6/8/2018
Karnataka,44.5,31.25,35,73.5,72.75,79.75,77.5,72.25,38,36,136.75,127.75,79.5,84,87.75,75,50.75,244.25,11,25.75,23.25,13.75,6/8/2018
Kerala,37,36.8,35.8,70.4,73.2,78,79,61.4,39.4,43.2,128,145.8,93.4,93,93.6,77.6,53.6,174.6,10.8,31.4,22.8,21.4,6/8/2018
Madhya Pradesh,26,19.83,22.67,58.33,65,57.67,63.33,53.67,37.33,44.83,117.83,89.5,72.5,84.83,88.83,70.67,39.83,218.33,15.33,21,17.83,34.5,6/8/2018
Maharashtra,35.75,27.25,30,66.75,65,71.5,78.5,58.75,37.5,39.75,120.5,126.5,83.25,85,94,74.75,44,236.5,16.5,25.5,20.5,27.75,6/8/2018
Meghalaya,36,29,29.5,72.5,62,75,75,65,43.5,63,95,99,68.5,100,120,88,63,267,16,22.5,27.5,45,6/8/2018
Mizoram,30,0,25,0,80,0,140,100,55,70,0,109,0,93,98,0,0,360,22,35,40,70,6/8/2018
Nagaland,25,45,35,75,75,60,80,65,42,60,0,0,0,0,0,0,50,200,15,30,40,40,6/8/2018
Odisha,27.33,0,26,62.33,64.33,56.33,68.67,53,39.67,34,0,104.67,74,95,99,84.67,42.67,193.33,18,16,20,22,6/8/2018
Puducherry,32,35,28,65,75,80,80,60,39,36,124,132,103,0,97,80,50,250,18,28,18,12,6/8/2018
Punjab,29.33,19.33,21.33,64.33,73.33,67.33,72.33,66,35.33,44.67,132.67,97.33,82.33,88,108,0,37.67,205,18,15.67,22.67,24.67,6/8/2018
Rajasthan,26.67,20.67,23,54.67,64,57.33,64,55.33,37.33,39.67,114.67,97.33,73,88,93,0,34.33,210,14.67,15,13.67,29,6/8/2018
Sikkim,57,25,32,65,84,90,83,70,43,47,0,123,80,107,115,0,53,300,18,30,30,40,6/8/2018
Tamil Nadu,34.4,31.4,31,64.4,72,75.2,75.2,61.67,39,36.4,135.25,123.33,90.67,0,100.8,82,51.2,220,17.4,26.8,19.8,13.2,6/8/2018
Tripura,31,0,29,58,0,73,81,67,46,40,0,107,70,99,0,0,53,178,19,25,29,39,6/8/2018
Uttar Pradesh,26.25,19.5,22.5,61.25,68.13,59.5,70.25,56.5,38.88,48,128.71,103.13,79.63,90.88,104.71,80,37.86,195,17.75,19.5,22,35.38,6/8/2018
Uttarakhand,23.5,21.5,24.25,67.25,72.75,77.75,73,73.75,37,42.5,134.75,93.5,83.75,83.75,105.75,0,37.25,207.5,18,24,30,30,6/8/2018
West Bengal,30.57,18.33,24.71,69.43,74.29,77,78,67.14,40.86,39.86,127.67,96.57,79,84.14,93.86,70.83,42.43,187.14,11.71,17.86,23.57,31.43,6/8/2018
Average Price,29.75,23.83,26.02,64.74,70.03,68.84,73.66,61.16,39.2,43.27,122.79,104.88,80.14,90.97,98.62,78.42,42.95,213.27,15.73,21.51,21.77,30.44,7/8/2018
Maximum Price,57,45,51,90,90,100,140,100,55,70,164,165,115,120,130,110,66,360,22,35,40,70,7/8/2018
Minimum Price,22,14,20,50,57,48,55,45,33,30,89,84,65,71,83,62,28,120,9,14,10,11,7/8/2018
Modal Price,28,20,23.5,75,70,70,75,60,40,41,115,97.5,72.5,85,92.4,76,38,200,18,20,20,30,7/8/2018
Andaman and Nicobar,33,35,51,72,74,82,80,68,49,57,0,0,0,0,0,0,64,208,12,35,35,50,7/8/2018
Andhra Pradesh,31.25,29,29.75,67.75,65.75,74,74.75,60,40.5,42,105.25,114.5,69.5,87,89.25,71.75,45.5,200.25,13.5,20.25,16.25,16,7/8/2018
Arunachal pradesh,28,25,30,90,90,100,90,75,45,60,0,131,98,98,98,0,60,360,15,20,20,25,7/8/2018
Assam,30,26,30,62,70,65,75,60,40,56,0,90,75,90,100,0,45,200,12,20,28,40,7/8/2018
Bihar,34.4,20,25,57,69.8,69.4,73.2,55.4,39.6,40.2,0,104,82,96.8,105.5,81.25,41,234.8,14.2,19.2,21,37.6,7/8/2018
Chandigarh,28,23,25,57,64,58,73,51,36,44,128,100,76,87,88,0,34,220,16,18,24,28,7/8/2018
Chhattisgarh,25.2,25.4,26,65.4,70.8,64,75,57,38,41.2,113.8,99,72.2,89.4,94.6,83.5,42,201,11.4,22,21,29,7/8/2018
Delhi,34,23,25,75,83,83,87,73,39,42,164,121,94,101,109,88,55,236,18,29,29,42,7/8/2018
Goa,42,32,28,75,70,90,90,75,39,50,159,148,115,106,115,87,55,240,17,32,22,27,7/8/2018
Gujarat,23.5,21.25,23,59,67,54.5,65.25,54.5,36,51,98.5,86.25,73.75,83.75,84.75,75.5,43.25,208.75,14.75,19,17,28.75,7/8/2018
Haryana,31.75,19.5,23.75,59.5,76.25,70.5,70,57.5,36.75,44.25,151.5,99.75,89.5,98.25,102,81.5,40,210,18.5,21.75,23.5,38.75,7/8/2018
Himachal Pradesh,33,0,24,61.33,69.33,65.67,70.67,56.67,39,35.33,158,128.67,91.67,92.67,0,94,39.67,175,18.33,24.67,27.67,27,7/8/2018
Jammu and Kashmir,30.5,21,23,62,72,72,66,61,46,41.5,0,121,96.5,117.5,125.5,110,44.5,260,18.5,22.5,25,27.5,7/8/2018
Jharkhand,35,26,26,65,70,60,75,58,40,42,145,108,75,107,107,82,40,280,18,17,20,30,7/8/2018
Madhya Pradesh,25.8,19.8,22.8,60,64,58.2,62.4,54.8,37.2,43.8,118.4,89.4,74.2,85.4,90.2,73.5,39.8,219,15.2,20.2,16.4,32.4,7/8/2018
Maharashtra,35.75,27.25,30,66.75,65,71.5,78.5,58.75,37.5,39.75,121,126.5,84.25,85,94,74.5,44,236.5,16.5,25,20.5,27.25,7/8/2018
Meghalaya,35.5,29,29.5,72.5,62,75,75,65,43.5,63,95,99,68.5,100,120,88,63,200,16,22.5,27.5,50,7/8/2018
Mizoram,30,0,25,0,80,0,140,100,55,70,0,109,0,93,98,0,0,360,22,35,40,70,7/8/2018
Nagaland,25,45,35,75,75,60,80,65,42,60,0,0,0,0,0,0,50,200,15,30,40,40,7/8/2018
Odisha,27.75,0,25.75,62.25,63.75,56.25,68,53,39.75,34,0,104,74.5,95,99.25,85,41.75,190,18.25,16.25,20,25,7/8/2018
Puducherry,32,35,28,65,75,80,80,60,39,36,124,132,103,0,97,80,50,250,18,28,18,12,7/8/2018
Punjab,28,19.5,21.5,62.5,71,67,70,62,34,45,129,99,83,86,111,0,36.5,207.5,18,17.5,24,24.5,7/8/2018
Rajasthan,26.67,20.67,23,54.33,64,57.67,64,55.67,36.67,39.67,114.67,97.33,73,88,93,0,34.33,210,14.67,15,13.67,25,7/8/2018
Sikkim,57,25,32,65,84,90,83,70,43,47,0,123,80,107,115,0,53,300,18,30,30,40,7/8/2018
Tamil Nadu,34.4,31.4,31,64.4,72,75.2,75.2,61.67,39,36.4,136.67,123.33,89,0,100.75,81.33,51.2,220,17.4,26.8,20,12.8,7/8/2018
Telangana,28.33,27.67,29.33,75,70.67,76.5,74,69.5,38.4,39.83,105.67,95.5,72.33,82.67,89.33,69,38.17,186.33,13.17,20.5,15.67,29.67,7/8/2018
Tripura,31,0,29,58,0,73,81,67,46,40,0,107,70,99,0,0,53,178,19,25,29,39,7/8/2018
Uttar Pradesh,26.38,19.5,22.5,61.25,68.13,59.5,70.25,56.5,38.88,48,128.71,103.13,79.63,90.88,104.71,80,38,195,17.75,19.5,22,35.38,7/8/2018
Uttarakhand,23.5,21.5,24.25,67.25,72.75,77.75,73,73.75,37,42.5,134.75,93.5,83.75,83.75,105.75,0,37.25,207.5,18,24,30,30,7/8/2018
West Bengal,28.67,16.8,23.5,71.33,74.33,77.17,78.17,67.33,40.17,39.17,122.2,96.33,81,84.67,92.33,70.17,43,188.33,11.67,17.5,22.17,32.17,7/8/2018
Average Price,30.04,24.28,26.61,65.31,70.18,69.32,73.93,62.05,39.1,43.18,123.86,106.89,80.3,90.23,97.75,78.08,43.13,212.04,15.14,21.48,21.76,29.91,8/8/2018
Maximum Price,52,46,51,96,90,100,140,100,55,70,164,165,115,120,130,110,66,360,22,35,40,70,8/8/2018
Minimum Price,22,14,20,50,57,48,55,48,33,30,89,84,65,71,81,62,28,120,8,12,10,9,8/8/2018
Modal Price,28,20,22,75,70,70,75,60,40,41,140,97.5,70,85,85,76,39,200,18,20,20,30,8/8/2018
Andaman and Nicobar,33,35,51,72,74,82,80,68,49,57,0,0,0,0,0,0,64,208,12,35,35,50,8/8/2018
Andhra Pradesh,31.25,29,29.75,67.75,65.75,74,74.75,60,40.5,42,105.25,114.5,69.5,87,89.25,71.75,45.5,200.25,13.5,20.25,16.25,15.75,8/8/2018
Arunachal pradesh,28,25,30,90,90,100,90,75,45,60,0,131,98,98,98,0,60,360,15,20,20,25,8/8/2018
Bihar,32.8,20.4,24.8,57.2,69.8,71.4,74.8,56.8,40.4,39.4,0,102,80.4,95,110,76,40.6,231.4,12.4,19.4,21,38,8/8/2018
Chandigarh,28,23,25,57,64,58,73,51,36,44,128,100,76,87,88,0,34,220,16,18,24,28,8/8/2018
Chhattisgarh,26.2,25.4,26.6,65.6,70.8,64,75,57.2,37.8,41.2,113.8,99,72.2,85.75,94.2,83.5,42,188.75,11.4,21,21,27,8/8/2018
Delhi,34,23,25,75,82,83,87,73,39,42,164,121,94,101,109,88,55,236,18,29,29,42,8/8/2018
Goa,42,32,28,75,70,90,90,75,39,50,159,148,115,106,115,87,55,240,17,32,22,27,8/8/2018
